report_month,report_year,insurer_sno,insurer,category,premium_month_cr,premium_ytd_cr,premium_month_py_cr,premium_ytd_py_cr,premium_ytd_var_pct,policies_month,policies_ytd,policies_month_py,policies_ytd_py,policies_ytd_var_pct,source_file,date,is_aggregate_row
January,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,4.56,58.06,0.38,4.11,1313.8,0.0,1.0,0.0,2.0,-50.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Single Premium,65.66,1845.66,67.33,1268.14,45.54,8.0,48.0,4.0,79.0,-39.24,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,3.46,60.48,11.12,64.39,-6.08,33.0,410.0,61.0,494.0,-17.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,172.48,1419.62,154.24,1334.0,6.42,20936.0,198627.0,21792.0,208878.0,-4.91,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,17.22,106.98,11.12,92.91,15.15,200.0,1587.0,270.0,2595.0,-38.84,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Total,263.38,3490.8,244.19,2763.55,26.32,21177.0,200673.0,22127.0,212048.0,-5.36,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.05,0.0,0.33,-85.73,0.0,5.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,35.13,86.29,14.81,114.13,-24.4,0.0,0.0,0.0,2.0,-100.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,28.9,182.9,23.99,221.53,-17.44,3705.0,25696.0,2928.0,36197.0,-29.01,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,17.35,189.04,12.79,107.35,76.1,383.0,4985.0,323.0,3661.0,36.16,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Total,81.38,458.28,51.59,443.35,3.37,4088.0,30686.0,3251.0,39860.0,-23.02,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.07,1.06,0.06,1.13,-6.48,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.99,0.29,2.25,-56.2,0.0,0.0,1.0,1.0,-100.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.99,46.1,3.83,83.48,-44.78,0.0,114.0,2.0,29.0,293.1,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,12.77,91.73,12.27,89.55,2.43,1622.0,14250.0,2214.0,15842.0,-10.05,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,9.58,0.82,7.32,30.86,0.0,298.0,90.0,475.0,-37.26,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Total,15.83,149.45,17.28,183.73,-18.66,1622.0,14662.0,2307.0,16347.0,-10.31,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Single Premium,59.18,314.76,40.79,259.85,21.13,3.0,17.0,1.0,99.0,-82.83,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,2.39,72.77,12.4,93.83,-22.44,1.0,393.0,89.0,735.0,-46.53,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Non Single Premium,468.9,3345.91,408.96,3025.32,10.6,56288.0,483041.0,55460.0,465660.0,3.73,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Single Premium,107.81,1148.44,92.66,869.33,32.11,366.0,4338.0,172.0,1528.0,183.9,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,5.0,AXIS MAX LIFE INSURANCE LIMITED,Total,638.28,4881.89,554.81,4248.32,14.91,56658.0,487789.0,55722.0,468022.0,4.22,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,-8.1,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Single Premium,237.78,2419.99,259.17,2417.63,0.1,8.0,54.0,2.0,47.0,14.89,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,24.98,154.32,18.03,150.75,2.37,26.0,105.0,2.0,35.0,200.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Non Single Premium,241.03,1716.09,182.05,1497.86,14.57,36517.0,325064.0,32103.0,243941.0,33.26,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Single Premium,4.65,38.0,13.26,66.01,-42.43,101.0,746.0,29.0,395.0,88.86,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,6.0,BAJAJ LIFE INSURANCE LIMITED,Total,508.44,4328.4,472.51,4132.25,4.75,36652.0,325969.0,32136.0,244418.0,33.37,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Single Premium,0.0,5.23,0.0,1.08,383.71,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Yearly Renewable Premium,8.06,18.45,2.06,13.48,36.9,25.0,75.0,12.0,93.0,-19.35,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Non Single Premium,1.52,31.57,6.22,58.21,-45.75,817.0,12692.0,1780.0,19022.0,-33.28,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Single Premium,0.06,0.52,0.09,2.29,-77.26,5.0,22.0,2.0,15034.0,-99.85,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Total,9.65,55.78,8.36,75.06,-25.68,847.0,12789.0,1794.0,34149.0,-62.55,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,13.23,96.38,11.34,166.46,-42.1,-1.0,11.0,3.0,9.0,22.22,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.19,2.5,0.0,0.0,,0.0,3.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,54.9,399.56,52.63,481.88,-17.08,9654.0,83203.0,12858.0,173245.0,-51.97,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,4.7,77.33,3.04,34.16,126.34,35.0,2768.0,31.0,5266.0,-47.44,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Total,73.02,575.77,67.0,682.51,-15.64,9688.0,85985.0,12892.0,178520.0,-51.83,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.42,2.82,0.51,5.93,-52.39,0.0,2.0,0.0,3.0,-33.33,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,12.64,599.84,7.19,327.24,83.3,0.0,9.0,0.0,10.0,-10.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,3.95,137.78,2.39,84.36,63.33,7.0,58.0,2.0,7.0,728.57,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,104.25,640.47,92.73,782.49,-18.15,14302.0,130131.0,11581.0,122743.0,6.02,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,42.25,362.79,8.04,58.41,521.06,245.0,3132.0,33.0,380.0,724.21,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Total,163.51,1743.71,110.86,1258.44,38.56,14554.0,133332.0,11616.0,123143.0,8.27,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,1.32,2.71,0.17,5.93,-54.27,0.0,0.0,0.0,2.0,-100.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,2.03,10.4,1.59,15.66,-33.61,0.0,0.0,1.0,4.0,-100.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.78,4.67,3.14,8.93,-47.76,4.0,28.0,7.0,42.0,-33.33,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,34.73,281.27,34.5,253.05,11.15,5622.0,57051.0,7934.0,60612.0,-5.88,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.4,5.67,1.2,7.31,-22.42,2000.0,2408.0,68.0,2273.0,5.94,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Total,40.27,304.71,40.6,290.88,4.76,7626.0,59487.0,8010.0,62933.0,-5.48,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,1.6,13.87,0.98,7.71,79.81,0.0,21.0,3.0,33.0,-36.36,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.08,0.52,0.06,0.37,40.2,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,8.26,44.05,8.33,61.19,-28.02,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,51.85,400.09,65.61,519.04,-22.92,12034.0,111035.0,16832.0,154492.0,-28.13,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,8.83,66.51,10.38,100.42,-33.77,92.0,950.0,160.0,2097.0,-54.7,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,12.0,EXIDE LIFE INSURANCE COMPANY LIMITED,Total,70.62,525.04,85.37,688.73,-23.77,12126.0,112006.0,16995.0,156622.0,-28.49,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,9.28,46.95,6.05,58.89,-20.27,0.0,5.0,0.0,3.0,66.67,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.32,49.14,63.45,302.71,-83.77,0.0,23.0,5.0,39.0,-41.03,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,28.08,213.5,30.9,276.33,-22.74,4201.0,37810.0,5774.0,52048.0,-27.36,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.42,2.36,0.53,4.54,-47.9,24.0,112.0,38.0,275.0,-59.27,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Total,40.1,311.96,100.93,642.46,-51.44,4225.0,37950.0,5817.0,52365.0,-27.53,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,710.24,7373.19,609.46,6512.27,13.22,14.0,134.0,12.0,152.0,-11.84,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,26.21,167.38,35.45,355.92,-52.97,1.0,66.0,10.0,209.0,-68.42,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,677.44,5042.77,540.3,4598.57,9.66,82682.0,729791.0,78205.0,689147.0,5.9,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,309.62,2771.89,293.55,2288.82,21.11,3876.0,32282.0,3538.0,32056.0,0.71,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Total,1723.5,15355.24,1478.75,13755.59,11.63,86573.0,762273.0,81765.0,721564.0,5.64,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,241.1,1565.14,213.76,1686.5,-7.2,14.0,69.0,18.0,120.0,-42.5,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,125.04,2075.84,97.15,1005.71,106.41,293.0,2260.0,141.0,1311.0,72.39,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,544.03,3702.4,609.7,5471.63,-32.33,57510.0,480699.0,73665.0,616237.0,-21.99,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,328.95,1794.66,127.76,1057.05,69.78,3260.0,19992.0,1931.0,14639.0,36.57,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,16.0,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Total,1239.12,9138.05,1048.36,9220.89,-0.9,61077.0,503020.0,75755.0,632307.0,-20.45,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.06,0.41,0.06,0.39,5.18,1.0,3.0,2.0,4.0,-25.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Single Premium,68.11,886.74,100.22,812.4,9.15,17.0,158.0,25.0,135.0,17.04,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,70.79,600.9,70.01,623.79,-3.67,15602.0,143165.0,13683.0,133597.0,7.16,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.63,25.25,1.08,17.03,48.33,154.0,1064.0,268.0,15760.0,-93.25,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,17.0,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Total,142.58,1513.31,171.37,1453.61,4.11,15774.0,144390.0,13978.0,149496.0,-3.42,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,12.72,96.03,0.99,40.21,138.81,2.0,24.0,0.0,13.0,84.62,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0.71,-100.0,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.44,9.07,0.67,13.73,-33.96,5.0,45.0,4.0,33.0,36.36,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,79.69,661.75,70.46,705.85,-6.25,16325.0,146977.0,15704.0,165274.0,-11.07,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,4.41,42.67,3.8,39.67,7.56,129.0,1235.0,145.0,1209.0,2.15,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,18.0,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Total,97.26,809.5,75.91,800.17,1.17,16461.0,148281.0,15853.0,166529.0,-10.96,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,27.0,INDUSTRY TOTAL,Total,21389.7,212436.09,20623.01,214953.99,-1.17,3187364.0,19492865.0,4691297.0,25267209.0,-22.85,raw_files/DetailedReportofNB__3_.xls,2021-01-01,True
January,2021,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.06,0.48,0.19,3.83,-87.37,0.0,14.0,0.0,25.0,-44.0,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,117.75,666.56,103.66,939.55,-29.06,16.0,161.0,43.0,208.0,-22.6,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,105.51,815.84,57.53,1236.74,-34.03,43.0,533.0,31.0,416.0,28.13,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,158.84,1084.46,153.27,1149.89,-5.69,23258.0,208816.0,22806.0,206361.0,1.19,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,115.74,774.27,73.27,558.67,38.59,5470.0,31395.0,3416.0,38037.0,-17.46,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,19.0,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Total,497.9,3341.63,387.92,3888.69,-14.07,28787.0,240919.0,26296.0,245047.0,-1.68,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Non Single Premium,55.84,5072.05,415.94,26647.22,-80.97,715.0,5478.0,290.0,2230.0,145.65,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Single Premium,8630.76,92677.46,5943.63,77969.3,18.86,37.0,308.0,37.0,937.0,-67.13,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,27.0,LIFE INSURANCE CORPORATION OF INDIA,Group Yearly Renewable Premium,45.14,484.84,53.74,578.49,-16.19,2159.0,18219.0,2419.0,21497.0,-15.25,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,27.0,LIFE INSURANCE CORPORATION OF INDIA,Individual Non Single Premium,2656.01,20150.63,4976.66,25344.82,-20.49,2451122.0,13304353.0,3942949.0,18820695.0,-29.31,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,27.0,LIFE INSURANCE CORPORATION OF INDIA,Individual Single Premium,1755.9,24763.08,2080.93,19966.0,24.03,83715.0,763457.0,100146.0,764940.0,-0.19,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,27.0,LIFE INSURANCE CORPORATION OF INDIA,Total,13143.64,143148.07,13470.91,150505.82,-4.89,2537748.0,14091815.0,4045841.0,19610299.0,-28.14,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.08,0.56,0.1,0.56,0.97,12.0,139.0,16.0,147.0,-5.44,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,51.12,251.07,37.54,316.22,-20.6,1.0,1.0,2.0,7.0,-85.71,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,9.51,47.12,5.35,46.77,0.74,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,132.74,998.19,126.33,1037.42,-3.78,21908.0,185681.0,18199.0,157184.0,18.13,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,10.65,77.54,0.69,13.03,495.11,189.0,1139.0,25.0,420.0,171.19,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,20.0,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Total,204.1,1374.49,170.0,1414.0,-2.79,22110.0,186960.0,18242.0,157758.0,18.51,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Single Premium,13.38,61.95,14.71,248.33,-75.05,1.0,11.0,2.0,51.0,-78.43,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Yearly Renewable Premium,0.95,22.37,1.25,70.18,-68.13,12.0,175.0,16.0,434.0,-59.68,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Individual Non Single Premium,8.16,92.68,12.7,132.96,-30.29,2599.0,21358.0,3191.0,33242.0,-35.75,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Individual Single Premium,0.15,1.69,0.24,7.5,-77.47,6.0,2019.0,11.0,324.0,523.15,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
January,2021,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Total,22.64,178.69,28.9,458.97,-61.07,2618.0,23563.0,3220.0,34051.0,-30.8,raw_files/DetailedReportofNB__3_.xls,2021-01-01,False
