report_month,report_year,insurer_sno,insurer,category,premium_month_cr,premium_ytd_cr,premium_month_py_cr,premium_ytd_py_cr,premium_ytd_var_pct,policies_month,policies_ytd,policies_month_py,policies_ytd_py,policies_ytd_var_pct,source_file,date,is_aggregate_row
September,2025,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Single Premium,80.4,462.32,71.91,406.89,13.62,1.0,30.0,3.0,26.0,15.38,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Group Yearly Renewable Premium,4.91,54.17,11.49,48.93,10.7,9.0,83.0,13.0,97.0,-14.43,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Individual Non Single Premium,26.22,149.78,21.96,112.01,33.72,4912.0,26910.0,3972.0,20832.0,29.18,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Individual Single Premium,0.23,2.9,0.28,1.52,90.63,14.0,107.0,14.0,53.0,101.89,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,21.0,PRAMERICA LIFE INSURANCE LIMITED.,Total,111.76,669.17,105.63,569.36,17.53,4936.0,27130.0,4002.0,21008.0,29.14,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,,PRIVATE,Group Non Single Premium,84.05,156.41,12.49,55.54,181.61,10.0,109.0,8.0,62.0,75.81,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,,PRIVATE,Group Single Premium,5897.48,28148.34,4265.64,24734.2,13.8,249.0,1136.0,224.0,1238.0,-8.24,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,,PRIVATE,Group Yearly Renewable Premium,993.33,6390.93,826.25,4255.47,50.18,552.0,3487.0,493.0,3350.0,4.09,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,,PRIVATE,Individual Non Single Premium,8228.0,37384.02,7638.09,34598.1,8.05,815433.0,4016484.0,837646.0,4032420.0,-0.4,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,,PRIVATE,Individual Single Premium,2046.72,10580.3,1908.55,10020.86,5.58,32150.0,167663.0,28076.0,144465.0,16.06,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,,PRIVATE,Total,17249.58,82660.0,14651.02,73664.16,12.21,848394.0,4188879.0,866447.0,4181535.0,0.18,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.42,16.15,0.85,7.85,105.7,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1328.08,5635.51,643.45,3891.41,44.82,23.0,90.0,12.0,129.0,-30.23,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,68.57,522.4,94.33,336.3,55.34,10.0,108.0,39.0,107.0,0.93,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,1802.1,8283.51,1558.4,7716.59,7.35,177854.0,907125.0,185186.0,934459.0,-2.93,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,754.06,3884.23,694.74,3771.85,2.98,9705.0,50955.0,10364.0,52181.0,-2.35,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,23.0,SBI LIFE INSURANCE COMPANY LIMITED,Total,3953.22,18341.79,2991.77,15724.0,16.65,187592.0,958278.0,195601.0,986876.0,-2.9,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Single Premium,37.18,212.79,69.26,292.43,-27.23,1.0,4.0,2.0,17.0,-76.47,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,5.53,76.23,3.13,80.57,-5.38,3.0,32.0,6.0,33.0,-3.03,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,120.5,533.59,123.25,501.4,6.42,41630.0,201205.0,49025.0,276934.0,-27.35,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,17.83,101.09,8.55,40.3,150.88,479.0,2862.0,931.0,4092.0,-30.06,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,24.0,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Total,181.03,929.53,204.18,914.7,1.62,42113.0,204103.0,49964.0,281076.0,-27.39,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,95.89,1449.94,56.89,1353.36,7.14,5.0,14.0,1.0,13.0,7.69,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,14.88,128.62,6.23,50.17,156.37,7.0,32.0,3.0,29.0,10.34,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,231.92,679.56,199.42,728.29,-6.69,24336.0,79070.0,18451.0,78764.0,0.39,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,13.71,36.62,6.81,48.46,-24.44,347.0,1012.0,248.0,1673.0,-39.51,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,25.0,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Total,356.4,2294.74,269.35,2180.28,5.25,24695.0,80128.0,18703.0,80479.0,-0.44,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.11,3.72,0.35,1.66,123.64,0.0,0.0,0.0,0.0,0.0,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,51.9,239.9,27.41,163.7,46.55,14.0,53.0,1.0,8.0,562.5,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,99.16,281.33,146.19,270.2,4.12,37.0,198.0,46.0,250.0,-20.8,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,913.99,4125.98,918.4,3590.56,14.91,106105.0,538752.0,97463.0,380321.0,41.66,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,77.3,333.18,119.03,427.75,-22.11,991.0,5382.0,2279.0,9086.0,-40.77,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
September,2025,26.0,TATA AIA LIFE INSURANCE COMPANY LIMITED,Total,1142.45,4984.1,1211.37,4453.88,11.9,107147.0,544385.0,99789.0,389665.0,39.71,raw_files/DetailedReportofNB__59_.xls,2025-09-01,False
October,2025,1.0,ACKO LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,1.0,ACKO LIFE INSURANCE COMPANY LIMITED,Group Single Premium,19.24,75.51,3.37,32.12,135.07,1.0,18.0,1.0,8.0,125.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,1.0,ACKO LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,1.0,ACKO LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.36,2.05,0.26,1.8,13.78,171.0,1029.0,166.0,939.0,9.58,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,1.0,ACKO LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,1.0,ACKO LIFE INSURANCE COMPANY LIMITED,Total,19.6,77.56,3.63,33.93,128.62,172.0,1047.0,167.0,947.0,10.56,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,1.47,10.63,-100.0,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Single Premium,799.43,2924.75,612.18,3332.98,-12.25,12.0,92.0,16.0,111.0,-17.12,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,8.14,105.63,11.98,116.04,-8.97,4.0,77.0,30.0,169.0,-54.44,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,276.92,2138.43,262.08,1806.74,18.36,24094.0,178021.0,33765.0,180381.0,-1.31,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,38.2,229.39,52.76,387.05,-40.73,346.0,2391.0,454.0,4088.0,-41.51,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,2.0,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Total,1122.69,5398.2,940.48,5653.44,-4.51,24456.0,180581.0,34265.0,184749.0,-2.26,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.01,0.0,0.01,126.98,0.0,0.0,0.0,1.0,-100.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,33.25,209.2,27.39,184.57,13.34,0.0,23.0,0.0,18.0,27.78,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.99,3.05,0.0,0.08,3489.37,1.0,1.0,0.0,5.0,-80.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,63.24,487.77,55.16,420.66,15.95,4932.0,35274.0,4112.0,31856.0,10.73,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,10.19,64.83,20.61,168.07,-61.43,187.0,1368.0,349.0,3281.0,-58.31,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,3.0,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Total,109.67,764.86,103.16,773.4,-1.1,5120.0,36666.0,4461.0,35161.0,4.28,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.09,0.41,0.07,0.59,-29.65,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1.51,9.65,0.7,5.73,68.51,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,15.08,100.54,2.96,68.3,47.21,16.0,250.0,14.0,185.0,35.14,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,8.93,67.98,11.32,75.96,-10.51,1253.0,9293.0,1247.0,7886.0,17.84,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.3,13.99,2.26,13.43,4.15,23.0,184.0,32.0,225.0,-18.22,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,4.0,AVIVA LIFE INSURANCE COMPANY LIMITED,Total,26.91,192.57,17.31,164.0,17.42,1292.0,9727.0,1293.0,8296.0,17.25,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Single Premium,163.94,1023.35,126.55,815.12,25.55,3.0,62.0,1.0,49.0,26.53,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,5.0,AXIS MAX LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,15.59,116.15,19.12,81.21,43.02,30.0,231.0,15.0,223.0,3.59,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Non Single Premium,619.69,4385.13,524.78,3719.01,17.91,74727.0,457253.0,47421.0,398021.0,14.88,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,5.0,AXIS MAX LIFE INSURANCE LIMITED,Individual Single Premium,167.44,1427.32,170.3,1314.1,8.62,1093.0,9192.0,1169.0,8552.0,7.48,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,5.0,AXIS MAX LIFE INSURANCE LIMITED,Total,966.66,6951.96,840.75,5929.44,17.24,75853.0,466738.0,48606.0,406845.0,14.72,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Single Premium,521.48,3053.79,499.05,2332.85,30.9,21.0,103.0,12.0,75.0,37.33,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,6.0,BAJAJ LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,28.73,397.26,18.51,402.81,-1.38,11.0,179.0,30.0,227.0,-21.15,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Non Single Premium,516.06,3583.54,483.04,3632.49,-1.35,49907.0,369330.0,49393.0,431052.0,-14.32,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,6.0,BAJAJ LIFE INSURANCE LIMITED,Individual Single Premium,69.13,427.98,48.35,421.59,1.52,500.0,4320.0,447.0,4654.0,-7.18,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,6.0,BAJAJ LIFE INSURANCE LIMITED,Total,1135.39,7462.57,1048.95,6789.74,9.91,50439.0,373932.0,49882.0,436008.0,-14.24,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Single Premium,3.59,31.98,4.14,48.51,-34.06,1.0,2.0,0.0,6.0,-66.67,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Yearly Renewable Premium,0.39,2.11,0.28,1.88,12.02,0.0,0.0,0.0,7.0,-100.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Non Single Premium,22.72,160.44,9.53,23.78,574.76,3043.0,21626.0,2973.0,12637.0,71.13,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Single Premium,0.06,0.3,0.02,0.21,43.11,19.0,102.0,4.0,30.0,240.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,7.0,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Total,26.76,194.83,13.98,74.37,161.96,3063.0,21730.0,2977.0,12680.0,71.37,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,3.79,30.85,9.92,47.49,-35.03,0.0,2.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,13.02,59.61,0.0,0.0,,20.0,47.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,46.71,306.78,38.54,314.03,-2.31,3789.0,28209.0,4844.0,40107.0,-29.67,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,6.4,73.72,0.88,9.18,703.18,3052.0,5488.0,31.0,327.0,1578.29,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,8.0,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Total,69.91,470.95,49.34,370.69,27.05,6861.0,33746.0,4875.0,40434.0,-16.54,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.08,0.31,0.02,0.26,19.24,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,124.4,455.4,32.24,291.64,56.15,1.0,1.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,10.36,391.08,4.07,290.29,34.72,0.0,8.0,0.0,8.0,0.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,174.72,1146.89,137.65,991.72,15.65,21336.0,105395.0,10660.0,103390.0,1.94,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,4.47,30.05,2.82,28.71,4.64,34.0,267.0,39.0,340.0,-21.47,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,9.0,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Total,314.03,2023.72,176.79,1602.63,26.28,21371.0,105671.0,10699.0,103738.0,1.86,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.18,0.72,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,23.46,157.11,11.22,62.41,151.75,16.0,157.0,34.0,261.0,-39.85,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,3.31,251.54,3.44,3.64,6806.82,0.0,8.0,3.0,19.0,-57.89,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,10.0,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Total,26.94,409.37,14.66,66.05,519.8,16.0,165.0,37.0,280.0,-41.07,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.42,5.28,0.12,8.86,-40.46,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,-0.01,-0.07,0.0,0.08,-179.42,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,33.94,241.55,29.25,237.4,1.75,2943.0,21455.0,2508.0,23005.0,-6.74,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.14,4.36,0.08,9.42,-53.72,1505.0,6608.0,5.0,111.0,5853.15,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,11.0,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Total,34.49,251.11,29.45,255.77,-1.82,4448.0,28063.0,2513.0,23116.0,21.4,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1.28,7.61,0.57,3.91,94.46,3.0,4.0,5.0,10.0,-60.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,15.7,141.01,7.15,60.94,131.38,9.0,52.0,0.0,20.0,160.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,54.36,295.07,32.46,161.52,82.68,6595.0,34391.0,2413.0,16667.0,106.34,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,4.44,55.48,3.33,14.46,283.64,48.0,541.0,21.0,170.0,218.24,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,13.0,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Total,75.78,499.17,43.5,240.84,107.26,6655.0,34988.0,2439.0,16867.0,107.43,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,14.0,GODIGIT LIFE INSURANCE LIMITED,Group Non Single Premium,0.33,4.04,1.15,4.4,-8.17,7.0,77.0,14.0,41.0,87.8,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,14.0,GODIGIT LIFE INSURANCE LIMITED,Group Single Premium,75.92,429.59,69.16,375.28,14.47,5.0,83.0,4.0,61.0,36.07,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,14.0,GODIGIT LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,28.24,288.74,17.04,236.02,22.33,16.0,200.0,25.0,445.0,-55.06,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,14.0,GODIGIT LIFE INSURANCE LIMITED,Individual Non Single Premium,15.89,73.34,2.88,6.05,1111.75,3911.0,15432.0,328.0,644.0,2296.27,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,14.0,GODIGIT LIFE INSURANCE LIMITED,Individual Single Premium,0.02,0.07,0.0,0.0,2663.06,3.0,8.0,0.0,1.0,700.0,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,14.0,GODIGIT LIFE INSURANCE LIMITED,Total,120.4,795.77,90.23,621.76,27.99,3942.0,15800.0,371.0,1192.0,1225.5,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1622.82,9695.71,1713.23,8847.97,9.58,43.0,216.0,42.0,228.0,-5.26,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
October,2025,15.0,HDFC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,14.69,174.62,9.53,127.52,36.93,27.0,306.0,25.0,190.0,61.05,raw_files/DetailedReportofNB__60_.xls,2025-10-01,False
